feature	MGYG000000002	MGYG000000003	MGYG000000004	MGYG000000013	MGYG000000022	MGYG000000076	MGYG000000106	MGYG000000215	MGYG000000756	MGYG000001881	MGYG000002323
K01990 K09691 K09693	1	0	0	0	0	1	0	0	0	0	0
K01990 K16921	0	0	0	0	0	0	1	0	0	0	0
K01990 K19309	1	0	0	0	1	0	0	0	0	0	0
K01990 K19340	0	1	0	1	1	0	0	0	0	0	0
K01990 K20459	1	0	0	0	0	1	0	0	0	0	0
K01990 K20490	1	0	0	0	0	1	0	0	0	0	0
K01991	0	1	0	5	0	0	0	1	0	1	0
K01992	10	2	2	8	3	3	6	2	2	2	0
K01992 K09690	0	0	0	0	0	1	0	0	0	0	0
K01992 K19310	0	0	0	0	2	0	0	0	0	0	0
K01993	0	1	0	3	0	0	0	0	0	0	0
K01995	0	0	4	0	0	0	0	0	0	0	0
K01996	0	0	2	0	0	0	0	0	0	0	0
K01997	0	0	3	0	0	0	0	0	1	0	0
K01997 K01998 K11961	0	0	1	0	0	0	0	0	0	0	0
K01998	0	0	0	0	0	0	0	0	2	0	0
K01998 K11961	0	0	1	0	0	0	0	0	0	0	0
K01999	0	0	4	0	0	0	0	0	1	0	0
K02003	12	0	2	4	5	11	4	3	5	2	0
K02003 K02004	1	0	0	0	1	0	1	0	2	0	0
K02004	10	0	0	8	4	13	4	4	11	1	0
K02005	1	0	1	3	2	2	0	5	0	2	0
K02010	0	1	0	0	0	0	1	0	0	0	0
K02013	1	2	1	2	1	1	0	0	0	1	0
K02013 K09820	0	0	2	0	0	0	0	0	0	0	0
K02014	0	8	0	7	0	0	0	3	0	3	1
K02015	1	0	5	1	4	1	0	1	0	0	1
K02016	2	3	4	3	3	1	2	1	0	0	2
K02019	0	0	1	0	0	0	0	0	0	0	0
K02020	0	0	0	0	0	0	0	0	0	0	1
K02022	0	0	0	0	0	0	0	0	0	1	0
K02022 K11003 K12542	0	0	0	0	0	0	0	0	0	0	1
K02025	5	0	1	0	2	5	7	0	4	0	0
K02025 K10118	0	0	0	0	0	0	0	0	3	0	0
K02025 K10189	1	0	0	0	0	1	0	0	1	0	0
K02025 K10189 K10241	0	0	0	0	0	1	0	0	0	0	0
K02025 K10193	0	0	0	0	1	0	0	0	0	0	0
K02025 K17242	1	0	0	0	0	0	1	0	0	0	0
K02026	2	0	1	0	1	5	6	0	6	0	0
K02026 K10119	0	0	0	0	0	0	0	0	3	0	0
K02026 K10119 K17243	0	0	0	0	0	0	0	0	1	0	0
K02026 K10242	1	0	0	0	0	0	1	0	0	0	0
K02026 K17317	0	0	0	0	0	0	1	0	0	0	0
K02026 K17320	0	0	0	0	0	2	0	0	0	0	0
K02027	4	0	2	0	4	1	6	0	6	0	0
K02027 K05813	1	0	0	0	0	0	0	0	0	0	0
K02027 K10117	1	0	0	0	0	0	0	0	1	0	0
K02027 K10188	0	0	0	0	0	1	0	0	0	0	0
K02027 K10192	0	0	0	0	1	0	0	0	0	0	0
K02027 K17318	0	0	0	0	0	1	0	0	0	0	0
K02028	1	0	1	0	0	0	0	0	0	0	0
K02028 K02029	0	0	0	0	0	0	0	0	1	0	0
K02028 K02068	0	0	0	1	0	0	0	0	0	0	0
K02028 K07032	0	0	0	0	0	0	1	0	0	0	0
K02029	2	0	0	0	1	0	0	0	0	0	0
K02029 K02030	0	0	2	0	0	0	0	0	0	0	0
K02029 K02030 K10009	0	0	1	0	0	0	0	0	0	0	0
K02029 K17073 K17074	1	0	0	0	0	0	0	0	0	0	0
K02030	2	0	0	0	0	0	0	0	0	0	0
K02030 K02424	1	0	0	0	0	0	0	0	0	0	0
K02031	1	0	4	0	1	1	0	0	1	0	0
K02031 K02032	0	0	0	0	0	0	0	0	3	0	0
K02031 K15583	1	0	1	0	0	0	1	0	0	0	0
K02031 K15587	0	0	1	0	2	0	0	0	0	0	0
K02032	1	0	0	0	0	0	1	0	1	0	0
K02032 K10823	1	0	1	0	0	1	0	0	0	0	0
K02033	4	0	4	0	1	1	1	0	1	0	0
K02033 K15581	0	0	0	0	1	0	0	0	0	0	0
K02034	3	0	2	0	1	2	1	0	1	0	0
K02034 K13891	0	0	1	0	0	0	0	0	0	0	0
K02034 K15582	1	0	1	0	0	0	0	0	0	0	0
K02034 K15586	1	0	0	0	0	0	0	0	0	0	0
K02035	5	0	2	0	3	1	1	0	4	0	0
K02035 K13889	0	0	1	0	0	0	0	0	0	0	0
K02035 K15580	0	0	1	0	2	0	0	0	0	2	0
K02035 K15584	0	0	1	0	0	1	0	0	0	0	0
K02040	1	0	0	1	1	0	0	1	0	0	1
K02042	0	0	0	0	0	0	2	0	0	0	0
K02044	0	0	0	0	0	0	1	0	0	0	0
K02049	2	0	0	0	1	0	0	0	0	2	0
K02049 K15555	1	0	0	0	0	1	0	0	0	0	0
K02049 K15600	0	0	1	0	0	0	0	0	0	0	0
K02050	1	0	0	0	0	1	1	0	0	2	0
K02050 K15552	0	0	0	0	0	1	0	0	0	0	0
K02050 K15552 K15554	1	0	0	0	0	0	0	0	0	0	0
K02051	2	0	1	2	1	3	1	1	0	2	0
K02056	4	0	7	0	1	1	0	0	1	0	0
K02057	6	0	12	0	2	1	0	0	0	0	0
K02057 K10440	1	0	0	0	0	0	0	0	0	0	0
K02057 K10440 K10560	1	0	0	0	0	0	0	0	0	0	0
K02057 K10544	0	0	1	0	0	0	0	0	0	0	0
K02058	3	0	1	0	0	2	1	0	0	0	0
K02065	0	0	0	0	0	0	0	0	0	1	0
K02066	0	0	0	0	0	0	0	0	0	1	0
K02067	0	1	0	1	0	0	0	1	0	1	0
K02068	0	0	0	0	0	0	0	0	1	0	0
K02069	0	0	0	1	0	0	0	0	1	0	0
K02071	0	0	0	0	0	0	1	0	0	0	0
K02072	0	0	1	0	0	0	0	0	1	0	0
K02073	0	0	0	0	0	0	2	0	1	0	0
K02074	0	0	0	0	0	0	0	0	1	0	0
K02077	0	0	0	0	0	0	0	0	2	2	0
K02078	0	0	0	0	1	0	0	0	0	0	0
K02081	0	1	1	0	0	0	0	0	0	0	0
K02083	0	0	1	0	0	0	0	0	0	0	0
K02103	1	0	0	0	0	0	0	0	0	0	0
K02107	0	0	0	0	0	0	1	0	0	0	0
K02108	0	0	0	0	0	0	0	0	0	2	0
K02109	0	0	0	0	1	0	0	0	0	0	0
K02113	0	0	0	0	0	0	0	0	0	1	0
K02114	0	0	0	0	1	0	0	0	0	0	0
K02120	0	1	0	1	0	0	0	0	0	0	0
K02121	0	1	0	1	0	0	0	0	0	0	0
K02122	1	0	1	0	0	2	0	0	0	0	0
K02123	0	1	0	1	0	0	1	0	0	0	0
K02124	1	0	0	0	0	1	0	0	0	0	0
K02172	1	0	0	0	0	1	0	0	0	0	0
K02190	0	0	0	1	0	0	0	0	0	0	0
K02217	0	1	0	0	0	0	0	1	0	1	0
K02221	0	0	0	0	0	0	0	0	1	0	0
K02224 K18554	0	0	0	0	0	0	0	0	0	1	0
K02226	0	0	0	0	0	1	0	0	0	0	0
K02231	0	0	0	0	1	0	0	0	0	0	0
K02238	1	2	2	0	3	2	0	0	0	1	0
K02278	1	0	0	0	0	1	0	0	0	0	0
K02279	0	0	1	0	0	0	0	0	0	0	0
K02283	0	0	1	0	0	3	0	0	0	0	0
K02314	0	1	0	2	0	0	0	0	0	3	0
K02315	1	0	4	0	3	1	0	0	0	0	0
K02315 K11144	1	0	1	0	0	2	0	0	0	0	0
K02316	0	0	0	0	1	0	0	0	0	0	0
K02316 K06919	0	0	0	0	0	0	0	1	0	0	0
K02334	0	0	1	0	0	0	0	0	0	0	0
K02335	0	0	0	0	0	0	0	0	0	1	0
K02337	0	1	0	1	0	0	0	0	0	1	0
K02338	0	0	0	0	0	0	0	0	0	1	0
K02340	0	0	0	0	0	0	0	0	0	1	0
K02341	0	0	1	0	1	0	0	0	0	1	0
K02342	0	1	0	1	1	1	0	1	0	0	1
K02348	0	0	0	0	0	0	1	0	0	0	0
K02355	0	0	0	0	0	0	0	0	0	1	0
K02356	0	0	0	0	0	0	0	0	0	1	0
K02381	0	0	2	0	0	0	0	0	0	0	0
K02385	0	0	0	0	0	0	1	0	0	0	0
K02387	0	0	0	0	0	0	1	0	0	0	0
K02389	0	0	1	0	0	0	1	0	0	0	0
K02395	0	1	0	0	0	0	0	0	0	0	0
K02395 K19223	0	0	0	0	0	0	2	0	0	0	0
K02398	0	0	0	0	0	0	1	0	0	0	0
K02406	0	0	0	0	0	3	0	0	0	0	0
K02407	0	0	0	0	0	1	1	0	0	0	0
K02411	0	0	0	0	0	1	0	0	0	0	0
K02413	0	0	0	0	0	0	1	0	0	0	0
K02415	0	0	0	0	0	1	0	0	0	0	0
K02418	0	0	1	0	0	1	1	0	0	0	0
K02422	0	0	0	0	0	1	1	0	0	0	0
K02424	1	0	0	0	1	0	0	0	0	0	0
K02428	0	0	0	0	0	0	0	0	0	2	0
K02429	0	0	0	1	0	0	0	0	0	0	0
K02431	0	0	1	0	0	0	0	0	0	0	0
K02441	0	0	0	0	1	1	0	0	0	0	0
K02444	1	0	0	0	0	0	0	0	0	0	0
K02445	0	1	0	0	0	0	0	0	0	0	0
K02453	0	0	0	0	0	0	0	0	0	2	0
K02457 K08084	0	0	0	0	0	0	0	0	0	1	0
K02469	0	0	1	0	1	0	0	0	0	1	0
K02470	0	0	1	0	1	0	0	0	0	0	0
K02472	0	0	1	0	0	0	0	0	0	0	0
K02473 K08678	0	1	0	0	0	0	0	0	0	0	0
K02477	0	0	0	3	0	2	0	3	0	0	0
K02477 K07707	0	1	0	0	0	0	0	0	0	0	0
K02481	0	1	0	2	0	0	0	0	0	0	0
K02481 K07713	0	0	0	0	1	0	0	0	0	0	0
K02483	0	0	0	0	1	0	0	0	0	0	1
K02484	1	0	0	0	0	1	0	0	0	0	0
K02484 K07636	0	1	0	1	0	0	0	2	0	0	0
K02503	0	0	0	0	0	0	0	0	0	1	0
K02517	0	0	0	0	0	0	0	0	0	1	0
K02519 K08652	0	0	0	0	0	1	0	0	0	0	0
K02520	0	0	0	0	0	0	0	0	0	1	0
K02523	0	0	0	0	0	0	0	0	0	1	0
K02525 K03484	1	0	0	0	0	0	0	0	0	0	0
K02527	0	0	0	0	0	0	0	0	0	1	0
K02528	0	0	0	0	0	0	0	0	0	2	0
K02529	8	5	8	8	2	6	5	1	10	0	0
K02529 K03484	1	0	0	0	0	1	0	0	0	0	0
K02529 K03604	1	0	0	0	1	2	0	0	0	0	0
K02529 K17640	0	0	0	0	0	0	0	0	1	0	0
K02532	0	0	0	0	0	0	0	0	0	0	1
K02538	0	0	0	0	0	0	3	0	0	0	0
K02549	0	0	0	0	0	0	0	0	0	1	0
K02552	0	0	0	0	0	0	0	0	0	1	0
K02557	0	0	1	2	0	1	0	1	0	0	0
K02558	0	0	0	0	0	0	0	0	0	1	0
K02563	0	0	0	0	0	0	0	0	0	1	0
K02566	0	1	0	0	0	0	0	0	0	0	0
K02584	0	0	0	0	0	0	0	0	0	1	0
K02585	0	0	1	0	0	0	0	0	0	0	0
K02586	0	0	1	0	0	0	0	0	0	0	0
K02589	0	0	0	0	0	1	0	0	0	0	0
K02590	0	0	0	0	0	1	0	0	0	0	0
K02598	0	0	0	0	0	0	1	0	0	0	0
K02619	0	0	0	1	0	0	0	1	0	1	0
K02621	0	0	0	0	0	0	0	0	0	1	0
K02622	0	0	0	0	0	0	0	0	0	1	0
K02647	0	0	2	0	1	1	0	0	0	0	0
K02650	3	0	0	0	0	0	0	0	0	0	0
K02651	0	0	0	1	0	0	0	0	0	0	0
K02652	0	0	0	0	0	0	0	0	0	2	0
K02653	0	0	0	0	0	0	0	0	0	1	0
K02654	1	0	0	0	0	1	0	0	1	2	0
K02669	0	0	0	0	0	0	0	0	0	2	0
K02687	0	0	0	0	0	0	0	0	0	1	0
K02755 K02756 K02757	0	0	0	0	0	0	8	0	0	0	0
K02759	0	0	0	0	0	0	5	0	0	0	0
K02760	0	0	0	0	0	0	6	0	0	0	0
K02761	0	0	0	0	0	0	9	0	0	0	0
K02773	0	0	0	0	0	0	1	0	0	0	0
K02774	0	0	0	0	0	0	1	0	0	0	0
K02775	0	0	0	1	0	0	1	0	0	0	0
K02790 K02791	0	0	0	0	0	0	1	0	0	0	1
K02793	0	0	0	0	2	0	4	0	0	0	0
K02794	0	0	0	0	1	0	5	0	0	0	0
K02795	0	0	0	0	0	0	2	0	0	0	0
K02796	0	0	0	0	0	0	3	0	0	0	0
K02798	0	0	0	0	0	0	1	0	0	0	0
K02805	0	1	0	0	0	0	0	0	0	2	0
K02808 K02809 K02810	0	0	0	0	0	0	1	0	0	0	0
K02809 K02810	0	0	0	0	0	0	1	0	0	0	0
K02821	0	0	0	0	0	0	3	0	0	0	0
K02822	0	0	0	0	0	0	2	0	0	0	0
K02825	0	0	0	0	0	0	0	0	0	1	0
K02843	0	1	0	2	0	0	0	1	0	0	0
K02843 K02849	0	0	0	0	0	0	0	0	0	1	0
K02847	0	1	0	0	0	0	0	0	0	0	0
K02847 K13009	0	0	0	1	0	0	0	0	0	1	0
K02847 K13009 K16705	0	0	0	0	0	0	0	0	0	1	0
K02878	0	0	0	0	0	0	0	0	0	1	0
K02890	0	0	0	0	0	0	0	0	0	1	0
K02904	0	0	0	0	0	0	0	0	0	1	0
K02909	0	0	0	0	0	0	0	0	0	1	0
K02914	0	0	0	0	0	0	0	0	0	1	0
K02945	1	0	1	0	1	0	0	0	0	1	0
K02946	0	0	0	0	0	0	0	0	0	1	0
K02950	0	0	0	0	0	0	0	0	0	1	0
K02959	0	0	0	0	0	0	0	0	0	1	0
K02963	0	0	0	0	0	0	0	0	0	1	0
K02970	0	0	0	0	0	0	0	0	0	1	0
K02986	0	0	0	0	0	0	0	0	0	1	0
K02990	0	0	0	0	0	0	0	0	0	1	0
K02992	0	0	0	0	0	0	0	0	0	1	0
K03040	0	0	0	0	0	0	0	1	0	0	0
K03060	0	0	0	0	0	0	0	0	0	1	0
K03073	0	0	0	0	0	0	0	0	0	1	0
K03075	0	0	0	0	0	0	0	0	0	1	0
K03086 K03087	0	0	0	0	0	0	0	0	0	1	0
K03086 K03091	0	0	0	0	1	0	0	0	0	0	0
K03088	14	18	11	45	13	6	2	8	0	3	0
K03091	0	0	0	0	0	2	0	0	0	0	0
K03092	0	0	0	0	0	0	0	0	0	1	0
K03098	0	0	0	0	0	0	0	0	0	1	0
K03100	0	0	0	1	0	1	2	0	0	1	0
K03101	1	0	0	0	0	1	0	0	0	0	0
K03110	0	0	0	0	0	0	0	0	0	1	0
K03111	1	0	0	0	0	0	1	3	0	1	0
K03113	0	1	0	0	0	0	0	0	0	0	0
K03116	0	1	0	0	0	0	0	0	0	0	0
K03117	0	0	0	0	1	0	0	0	0	0	0
K03147	0	0	0	0	0	0	0	0	0	1	0
K03149	0	0	0	0	0	0	0	0	0	1	0
K03150	0	0	0	0	0	0	0	0	0	1	0
K03152	0	0	0	0	0	0	0	0	0	1	0
K03169	0	0	0	1	2	1	0	2	1	1	0
K03179	0	0	0	0	0	0	0	0	0	1	0
K03182	0	0	0	0	0	1	0	0	0	0	0
K03183	0	0	1	0	0	0	0	0	0	0	0
K03205	7	0	8	0	9	9	0	0	0	0	0
K03208	0	1	0	1	0	0	0	0	0	0	0
K03210	0	0	0	0	0	0	0	0	0	1	0
K03216	0	0	0	0	0	0	0	0	0	1	0
K03218	0	0	0	0	0	0	0	0	0	1	0
K03272	0	0	0	0	0	0	0	0	0	2	0
K03273	0	0	0	0	0	0	0	0	0	1	0
K03274	0	0	0	0	0	0	0	0	0	1	0
K03281	0	0	0	0	0	0	0	0	2	2	0
K03282	0	0	0	0	0	0	0	0	0	1	0
K03284	0	0	0	0	0	0	1	0	0	1	0
K03292	2	0	0	0	4	3	0	0	0	0	1
K03293	0	0	0	0	0	0	0	0	1	0	0
K03294	0	0	0	0	1	0	1	0	1	0	0
K03296	1	1	1	5	0	0	0	0	0	3	0
K03297 K11741	0	0	0	0	0	0	0	0	0	2	0
K03299	0	0	2	2	0	0	0	0	0	0	0
K03299 K06155 K06156 K06157	2	0	0	0	0	1	0	0	0	0	0
K03300	1	0	0	0	1	0	0	0	0	0	0
K03305	0	1	0	3	0	0	0	1	0	1	0
K03306	0	0	0	0	0	0	1	0	0	2	0
K03307	1	1	0	2	0	0	0	0	0	1	0
K03307 K11928	0	0	1	0	0	0	0	0	0	0	0
K03308	5	2	4	1	3	3	0	2	0	0	2
K03310	0	0	1	0	1	1	0	0	0	1	0
K03320	1	0	0	0	2	0	0	0	0	0	0
K03321	0	0	0	0	0	0	0	0	0	2	0
K03324	3	0	1	1	2	2	0	1	0	0	0
K03326	0	0	0	0	0	0	1	0	0	0	0
K03327	0	0	0	0	0	2	0	0	0	2	0
K03328	0	0	0	2	0	0	0	1	0	0	0
K03332	0	0	0	1	0	1	0	0	0	0	0
K03340	0	0	0	0	0	0	0	0	0	1	0
K03367	1	0	0	0	0	0	0	0	0	0	0
K03379	0	2	0	0	0	0	0	0	0	0	0
K03386	0	1	0	0	0	0	0	0	0	1	0
K03388	2	1	0	1	0	0	0	0	0	0	0
K03389	1	1	0	1	0	0	0	0	0	0	0
K03390	0	1	0	1	0	0	0	0	0	0	0
K03394	0	0	0	1	0	0	0	0	0	0	0
K03402	0	0	0	0	0	0	1	0	0	0	0
K03406	0	0	5	0	0	26	1	0	0	0	0
K03408	0	0	0	0	0	2	2	0	0	0	0
K03413	0	0	1	0	0	2	0	0	0	1	0
K03424	1	1	0	1	0	0	0	0	0	2	0
K03426	0	0	0	0	1	0	0	0	0	0	0
K03427	1	1	3	0	3	0	0	2	0	0	0
K03429	0	0	0	0	0	1	0	0	0	0	0
K03436	0	0	1	0	0	0	0	0	0	1	0
K03436 K11534	0	0	1	0	0	0	0	0	0	0	0
K03442	0	0	1	0	0	0	0	0	0	0	0
K03449	0	0	0	0	0	0	0	0	0	1	0
K03453	0	2	0	1	1	0	1	1	1	1	0
K03455	0	0	0	1	0	0	0	0	0	3	0
K03457	0	0	0	0	0	0	0	0	1	0	0
K03458	0	0	2	0	0	0	1	0	0	0	0
K03466	0	1	0	0	0	0	0	0	2	1	0
K03470	0	0	0	0	0	0	0	0	0	1	0
K03471	0	0	0	0	0	0	0	0	0	1	0
K03473	0	1	0	0	0	0	0	0	0	0	0
K03475	0	0	0	0	0	0	2	0	0	0	0
K03484	1	0	0	0	0	0	0	0	1	0	0
K03488	0	0	0	0	0	0	3	0	0	0	1
K03489	0	0	0	0	0	0	1	0	0	0	0
K03491	0	0	0	0	0	0	2	0	0	0	0
K03492	0	0	0	0	0	0	3	0	0	0	0
K03496	2	2	3	2	1	3	0	0	0	1	0
K03497	1	2	3	0	3	1	0	1	0	0	0
K03498	1	0	1	0	2	2	0	0	0	0	0
K03499	1	0	1	0	1	0	0	0	0	1	0
K03500	0	0	0	0	0	0	0	0	0	1	0
K03502	1	0	1	0	2	1	0	0	1	0	0
K03517	0	0	0	0	0	0	0	0	0	1	0
K03518	0	0	1	0	0	0	0	0	0	0	0
K03521 K22431	0	0	0	0	1	0	0	0	0	0	0
K03523	0	0	0	0	1	0	0	0	0	0	0
K03524	0	0	0	0	0	0	0	0	0	1	0
K03527	0	0	0	0	0	0	0	0	0	1	0
K03530	0	1	0	1	1	0	0	0	0	1	0
K03531	0	0	0	0	0	0	0	0	0	1	0
K03534	0	0	0	1	0	0	0	1	0	0	0
K03536	0	0	0	0	0	0	0	0	0	1	0
K03543	0	0	0	0	0	0	0	1	0	0	0
K03547	0	1	0	1	0	1	0	0	0	0	0
K03547 K05970	0	0	0	0	0	0	0	0	0	1	0
K03555	0	1	0	0	0	0	0	0	0	0	0
K03556	0	0	0	0	0	1	0	0	0	0	0
K03559	0	1	0	1	0	0	0	1	0	2	0
K03561	0	0	0	0	0	0	0	0	0	5	0
K03563	0	0	1	0	0	0	0	0	0	0	0
K03569	1	0	1	0	1	1	0	0	0	1	0
K03571	0	0	0	0	1	0	0	0	0	0	0
K03574	0	0	0	0	0	0	0	1	1	1	0
K03575	0	0	0	0	0	0	0	0	0	2	0
K03578	0	0	0	0	0	0	0	0	0	1	0
K03578 K06182	0	1	0	0	0	0	0	0	0	0	0
K03579	0	0	0	0	0	0	0	1	0	1	0
K03581	2	0	0	0	0	0	0	0	0	0	0
K03581 K07452 K09384	0	0	0	0	0	0	0	1	0	0	0
K03585	0	4	0	8	0	0	0	1	0	3	0
K03587	0	0	0	1	0	0	0	0	0	2	0
K03588	0	0	0	0	1	0	0	0	0	1	0
K03589	1	0	1	0	1	1	0	1	0	1	0
K03593	0	0	0	0	0	0	0	0	0	1	0
K03594	0	0	0	1	0	0	0	0	0	0	0
K03595	0	0	0	0	0	0	1	0	0	0	0
K03601	0	0	0	1	0	0	0	0	0	0	0
K03605	0	0	0	0	0	0	0	0	0	1	0
K03612	0	0	0	0	0	0	0	2	0	1	0
K03613	0	0	1	0	1	0	0	0	0	0	0
K03614	0	0	0	0	1	0	0	0	0	0	0
K03617	0	0	1	0	1	0	0	0	0	0	0
K03628	0	0	0	0	0	0	0	0	0	3	0
K03630	1	0	0	0	0	0	0	0	0	1	0
K03631	0	0	0	0	0	0	0	0	0	1	0
K03640	0	0	0	0	0	0	0	1	0	0	0
K03641	0	0	0	0	0	0	0	1	0	0	0
K03642	0	0	0	0	0	0	0	0	0	2	0
K03646	0	0	0	1	0	0	0	0	0	0	0
K03646 K03832	0	3	0	0	0	0	0	0	0	0	0
K03648	0	0	1	0	0	0	0	0	0	0	0
K03649	0	0	1	0	0	2	0	0	0	0	0
K03651	0	0	0	0	0	0	1	0	0	0	0
K03654	0	1	0	0	0	0	1	0	0	2	2
K03655	0	0	0	2	1	3	0	5	0	1	0
K03657	1	0	1	0	0	3	3	0	0	2	0
K03658	0	0	0	0	0	0	0	0	1	0	0
K03671	1	1	0	3	0	0	0	0	0	1	0
K03684	0	0	0	0	0	0	0	0	0	1	0
K03686	1	0	1	0	1	1	0	0	0	0	0
K03686 K05801 K17867	0	0	0	0	0	0	0	1	0	0	0
K03688	1	0	0	0	0	0	0	0	1	0	0
K03695	0	0	0	0	0	0	0	0	0	1	0
K03696	0	0	0	0	0	0	0	0	0	1	0
K03697	0	0	1	0	1	0	0	0	0	0	0
K03698	0	0	0	0	0	0	0	0	0	1	0
K03699	2	0	1	1	0	1	0	0	1	0	0
K03700	0	0	2	0	1	0	0	0	0	0	0
K03701	1	0	0	0	0	1	0	0	0	2	0
K03703	0	0	0	0	0	0	1	0	0	1	0
K03704	1	0	0	0	0	1	0	0	0	0	0
K03707	0	0	0	0	0	0	0	0	1	0	0
K03709	0	0	0	0	0	0	0	0	0	1	0
K03710	1	0	3	0	1	0	3	0	0	0	0
K03711	1	0	2	1	1	1	0	1	0	0	0
K03711 K09825	0	0	0	0	1	0	0	0	0	0	0
K03716	0	0	0	0	0	1	0	0	0	0	0
K03719	0	0	0	0	1	0	0	0	0	0	0
K03722	1	0	0	0	1	1	0	0	0	1	0
K03733	0	0	0	0	0	0	0	0	0	1	0
K03733 K04763	1	0	0	0	0	2	0	0	0	0	0
K03734	1	0	1	0	0	0	1	0	1	1	0
K03737	0	0	0	0	0	0	0	0	0	1	0
K03738 K19515	0	0	0	0	1	0	0	0	0	0	0
K03741	0	0	0	1	0	0	0	0	0	0	0
K03742	0	0	0	0	0	0	0	0	0	1	0
K03744	0	0	0	1	0	1	0	0	0	0	1
K03748	0	0	0	0	0	0	0	0	0	1	0
K03750 K07219	0	0	1	0	0	0	0	0	0	0	0
K03760 K19353	0	1	0	0	0	0	0	0	0	0	0
K03762	0	0	0	0	0	0	0	0	0	0	1
K03763	0	0	0	0	0	1	0	0	0	0	0
K03768	0	0	1	0	1	0	0	0	0	2	0
K03770	0	0	0	0	0	0	0	0	0	1	0
K03771	0	0	0	1	0	0	0	1	0	1	0
K03772 K03773	0	0	0	1	0	0	0	1	0	0	0
K03773	0	0	0	0	0	0	0	0	0	1	0
K03779	0	0	0	0	0	1	0	0	0	0	0
K03781	0	0	0	0	0	0	0	0	0	1	0
K03783	1	0	1	0	0	0	0	0	0	0	0
K03785	0	0	0	0	0	0	0	0	0	1	0
K03790	0	0	0	0	2	2	1	0	0	0	0
K03797	0	0	0	0	0	0	0	0	0	1	0
K03800	0	0	0	0	0	0	0	0	0	1	0
K03801	0	0	0	0	0	0	0	0	0	1	0
K03803	0	0	0	1	0	0	0	0	0	0	0
K03810	0	0	1	0	0	0	0	0	0	0	0
K03817	0	1	0	0	0	0	0	0	0	0	0
K03820	0	0	0	0	0	0	0	0	0	1	0
K03823	0	1	0	0	1	0	0	0	1	0	0
K03826	1	0	1	0	0	1	0	0	0	1	0
K03826 K22441	1	0	0	0	0	0	0	0	0	0	0
K03827	0	0	1	0	0	0	1	0	0	1	0
K03828	0	0	0	1	0	0	0	0	0	0	1
K03832	0	3	0	4	0	0	1	5	0	1	0
K03892	1	0	0	0	0	0	0	0	0	0	0
K03924	1	0	0	1	1	0	0	0	1	2	0
K03925	0	0	0	0	0	0	0	0	0	1	0
K03928	0	0	0	0	0	0	0	0	0	2	0
K03929	0	0	0	0	2	0	0	0	1	0	0
K03931	1	0	0	0	0	1	0	0	0	0	0
K03932	0	1	0	0	0	0	0	0	0	0	0
K03972	0	0	0	0	0	0	0	0	0	1	0
K03973	0	1	0	1	0	0	0	0	0	0	0
K03975	0	0	0	1	0	0	0	0	0	0	0
K03980	0	0	0	0	0	0	0	0	1	0	0
K04027	0	0	2	0	0	0	0	0	0	0	0
K04029	1	0	0	0	0	0	0	0	0	0	0
K04031	3	0	0	0	0	0	0	0	0	0	0
K04034	1	0	1	0	0	1	0	0	0	0	0
K04043	0	0	0	0	1	0	0	0	0	0	0
K04047	0	0	0	0	0	0	1	0	0	0	0
K04069	1	0	1	0	0	0	0	0	0	2	0
K04069 K20037	0	0	0	1	0	0	0	0	0	0	0
K04074	0	0	1	0	1	0	0	0	0	0	0
K04079	0	0	0	1	0	0	0	0	0	0	0
K04083	0	0	0	0	0	0	0	0	0	1	0
K04096	0	0	0	1	0	0	0	0	0	2	0
K04477	1	0	1	0	0	0	0	0	0	0	0
K04486	0	0	1	2	1	0	0	0	0	1	0
K04487	0	0	0	0	2	1	0	0	0	1	0
K04564	0	2	0	0	0	0	0	0	0	0	0
K04651	0	0	0	0	0	0	0	0	0	1	0
K04653	0	0	0	0	0	0	0	0	0	1	0
K04654	0	0	0	0	0	0	0	0	0	1	0
K04655	0	0	0	0	0	0	0	0	0	1	0
K04656	0	0	0	0	0	0	0	0	0	1	0
K04720	0	0	0	1	0	0	0	0	0	0	0
K04744	0	0	0	0	0	0	0	0	0	1	0
K04749	1	0	0	0	0	0	0	0	0	0	0
K04749 K06378	0	0	1	0	0	0	0	0	0	0	0
K04758	1	0	1	0	0	1	0	0	0	0	0
K04759	0	0	2	0	0	0	0	0	0	1	0
K04761	0	0	0	0	0	0	0	1	0	0	0
K04763	1	0	1	0	3	1	0	0	0	4	0
K04771	1	0	1	0	1	2	0	0	0	0	0
K04773	0	0	0	0	0	0	0	0	0	1	0
K04784	1	0	0	0	0	0	0	0	0	0	0
K04784 K12240	1	0	0	0	0	0	0	0	0	0	0
K04794	0	0	0	0	1	0	0	0	0	0	0
K04940	0	0	2	0	0	0	0	0	0	0	0
K05337	0	0	0	0	1	0	0	0	0	0	0
K05340	0	1	0	0	0	0	0	0	0	0	0
K05341 K05343	1	0	0	0	0	0	0	0	0	0	0
K05349	7	4	0	15	0	10	0	0	1	0	0
K05350	2	0	0	0	0	1	0	0	0	0	0
K05351	0	0	0	0	0	0	0	0	1	0	0
K05366	1	0	1	0	2	2	0	0	0	1	0
K05515	0	0	1	0	1	0	0	0	0	1	0
K05520	0	1	0	1	0	0	0	0	0	0	0
K05592	0	1	0	1	0	0	0	1	0	1	0
